crop_type,soil_type,rainfall_mm,temperature_c,fertilizer_kg,pesticide_kg,area_hectares,humidity_percent,soil_ph,nitrogen_level,phosphorus_level,potassium_level,planting_month,irrigation_count,yield_tons
Rice,Peaty,918.4609481097726,32.062793252905,52.9449690716605,7.519194811923179,7.4060022334346485,44.607240718305945,7.950403407169971,20.462117742094417,37.324500655112715,88.4523353250031,3,7,4.010407192272455
Maize,Silt,683.8252318209663,31.555803958239824,299.35573476338857,5.596209679243398,11.53850210178757,33.13109951798177,7.614162793744331,85.45591796380229,59.468194138052816,88.099282634926,7,14,12.410587288023393
Soybean,Clay,1060.1674375179457,32.88305776322839,120.26847136127829,8.571538547275626,33.155171530031524,86.3534481702724,5.705344510213848,79.89386339770192,57.0047769704401,71.78557546990021,9,9,12.940474044815128
Cotton,Peaty,383.5906063850943,21.703580740298023,217.00486312814,1.3642853042480665,19.867020654180173,41.20193909263037,6.194582341714627,39.453163632969776,20.33614626879347,86.51356977421824,8,0,7.597956329859084
Cotton,Silt,942.1406418913191,22.891712029101647,94.1705785440763,15.677459075829963,41.98718639163259,41.904043754742986,8.383152472924749,69.23776673920301,9.38803635870773,79.38271087112896,3,8,11.292378092579828
Soybean,Loamy,440.8514619983208,18.1312807774052,195.05713304978542,4.247952977784131,47.547795457278,58.34761973123686,7.07955775257878,21.174416789302974,45.95050636501906,68.20659599159782,10,16,12.652804762298242
Rice,Peaty,562.2359820495474,31.387749296152816,276.0087466136398,1.8341876589821076,40.476209338470994,59.496800690419846,7.80404459055405,55.63428931429103,57.522919423585705,16.030740371500414,5,19,14.023550113696658
Cotton,Silt,484.3227404206582,15.994928183391314,130.04529185710965,13.420275165196506,19.4997257267823,31.106052582044516,5.926068621690552,11.685726285437788,79.86888426396919,13.923991061591021,8,0,5.312714402315578
Maize,Sandy,437.68911382946226,29.942058388086476,217.5634940110898,15.704786447649772,39.64563503233978,38.87728432643824,5.735185220627568,45.24416928293999,31.895828921087805,77.00796540046161,2,8,10.694812071663502
Rice,Sandy,1273.424237028867,36.74239712129085,96.97589719960413,16.46275350026402,18.22064200006349,52.689289113644506,7.743709250962919,16.73585393242646,72.22734215608226,49.17246862973586,7,13,8.316053734026001
Maize,Clay,571.4198379591575,37.27080370724084,206.1988496796813,10.3766744705514,9.187904300516061,71.02384161063235,7.400553593310041,52.76324621411943,33.644934190188984,75.16853474999367,11,4,7.353780299411703
Wheat,Silt,1405.260916423784,26.22594400924904,134.11258795437755,4.901995509109721,2.6362670384270124,43.70510740991615,7.383422752241173,47.95134821676049,56.70587813228846,35.03346165241755,10,5,9.198778591525608
Rice,Sandy,1460.9044829487482,26.482592205326846,102.80206464698792,15.007325867746708,19.90011892528998,55.38086677450576,6.934221036402178,49.99465239742504,49.8689697887789,41.81198866584103,10,4,10.889051639189278
Cotton,Loamy,942.6386109182265,16.924229575200435,128.29551267590878,14.294548465932406,45.274405881166814,63.44070388298801,6.97252419971792,14.079817184319467,8.97340949769477,66.01493768095455,7,3,11.081042219195371
Rice,Silt,385.9014594654443,31.769125636075895,94.71026712694984,5.679143947960291,12.710342800028148,83.31554967739751,7.574941268571888,42.545470715364914,10.879132022769387,83.22613895456746,11,15,7.541906412096595
Rice,Loamy,686.9127163934556,35.531485509321136,275.47902695947073,18.164747361393065,11.119145081559417,49.5642301396274,5.945008683924184,78.08354641899248,6.557306729334574,17.020917958310875,12,15,10.999855317131512
Rice,Loamy,1237.0519423526782,21.116376365117826,149.2967215792822,2.983057703573751,48.52121847681097,38.01349595180901,6.234689630499345,43.20229360182581,32.81255634454921,78.9182515707685,8,9,13.378942871817111
Rice,Sandy,677.6079473061916,25.532522040834117,111.31982624359183,19.67107655223519,2.2252015296790137,59.356333553856494,8.050728696820192,74.36547573486226,60.9350786574508,73.44101799034922,1,13,7.633753091639443
Maize,Silt,313.1223837936254,35.970983419131755,162.10196025398324,17.344708408571826,39.50332536929396,74.80329610104373,6.081028203542552,43.253085127035995,17.956654549304204,35.243141658388375,8,12,10.53262689767856
Wheat,Peaty,923.8203842066443,36.9280116915572,130.1340417016239,14.070074264102429,16.74712783130265,36.591585423164005,6.912083499827546,48.09154973411678,50.438972628792186,38.41732913052476,1,3,6.328024785755565
Soybean,Sandy,1298.6571069448453,21.07949950660565,236.1048134533315,18.836247877316826,2.8369098866133076,55.481009501817624,7.459238124023394,60.75029015463395,26.66208350233084,13.71691817775277,3,13,11.927877250652681
Rice,Sandy,1234.704303286553,28.764265863534106,292.8049779713736,14.723912198150447,45.9723244702696,31.067108475749006,8.499736893916118,95.56137431263743,64.7744467984304,11.259248889337439,9,8,17.321615420055224
Cotton,Silt,427.6600821694592,19.81232876589568,159.5084141744117,4.618682943570873,7.842474180269597,32.01355089883507,6.523519660233662,19.797440198198966,64.87971117522432,48.160490108618326,4,2,5.820072493126952
Rice,Silt,1074.5939987362067,17.546969103488912,265.2583499930601,9.400966624143424,28.037184902559076,58.977201792999935,6.498325068187303,12.96223917950563,63.15608862248177,17.643171639784843,10,9,13.315183739848063
Cotton,Loamy,486.6555424663412,37.77801253479894,191.46576838990487,2.358557462301072,14.42865616404784,47.891837889055765,7.949059328017836,64.71614654290406,44.36251353510326,25.520145153217044,9,14,8.843380348044919
Maize,Silt,483.6697949178239,35.512687605802725,89.30891627355837,8.403491023474192,4.1944473070498605,80.70643794032472,7.819260889409522,95.41873800355837,26.342503255988877,77.74137596213309,1,18,6.7460299833688895
Cotton,Loamy,1336.2933052967408,34.000872545079346,222.6556855203354,15.090457375006965,3.4462017975055756,66.12925836758725,7.55876558607092,99.07508192992434,65.70830329089759,55.6822713000362,8,1,12.050850018039144
Soybean,Sandy,524.5696385622991,16.21915797032851,178.35862428145504,8.34242366768553,6.662278242980601,57.235977704579426,6.621303730931601,53.57478226528016,18.957542145443114,60.690594981289074,3,1,8.22768743741318
Wheat,Clay,542.2215504734145,36.093219817756435,212.65163081302586,7.275589333894548,4.496983680579622,54.47612226325778,6.133786920562505,52.127345897658856,26.731970152149202,24.998346466553603,11,8,8.762456084672037
Cotton,Peaty,200.8494079896894,25.951101897634594,272.42185314291623,12.311758727695926,38.267347660476226,59.83472881137379,7.13055668904697,68.04673936706766,18.79607796204662,76.29294435635356,7,3,12.155389924575955
Cotton,Sandy,1331.869744363173,23.55987808239649,160.1086426640115,17.571886050979003,24.792743911888028,32.42632987275968,8.066781525960742,60.00712814844728,55.565762029073575,79.43838179517981,2,4,11.555922602354741
Wheat,Silt,1230.3732571718751,28.66190902563441,275.2944058043389,1.9040806583761363,17.801712476100004,83.5676013852396,8.093221103730052,67.06792518527064,56.46770210868635,51.86620749704347,7,1,14.492097318778644
Soybean,Peaty,1015.5276156178815,17.283831068088894,237.66725357041372,8.323938259294973,21.50007659646835,89.89818934403749,5.379744207746534,88.65994829841048,53.93824945900648,83.00462175029278,7,6,13.218001009878186
Rice,Clay,1175.345493120495,33.91616373380997,172.1512314694962,4.0065740944899915,46.518390043058545,40.88922749152192,6.499225993346027,77.16755525388484,36.17011001485008,77.58628999636653,9,18,15.080255114927745
Cotton,Clay,397.66313765183935,29.5608769222074,200.80553391449092,14.211730763905523,45.62683882416921,37.22297788647718,6.626526846695623,54.7189652518116,12.512825540107492,68.50593413395504,2,5,11.788638444657966
Wheat,Loamy,795.8206729638481,19.66475242182919,131.39528312975284,3.0087666481915627,36.06814752600627,38.61464780691571,8.421653786333136,51.56780131001526,73.33771883862659,68.72607325549029,8,15,11.564562664808424
Maize,Peaty,656.5852035534151,19.705804994226142,295.89932493469354,13.631347413024645,44.3494364936627,69.66162349406203,7.372993053349045,67.56415736618044,43.07982230091786,18.431477916069063,5,13,16.09070623944045
Wheat,Loamy,321.90948413412144,19.606216289316855,216.83779076259898,6.4374365451602396,16.662753351793615,69.68645030704648,6.425362460417247,51.013565597826776,35.52291461833186,31.666883015653262,10,11,9.27079863834399
Maize,Sandy,831.9696307794013,16.42505968879835,60.96171312415747,4.779419461007269,19.67435697440586,80.87544973670467,5.091202600949575,51.20014161390758,49.16186699362199,15.347777585414084,9,5,9.24845068582986
Soybean,Peaty,1396.961545445426,29.69496123429212,131.6554764370022,18.790698598674723,31.071896910857173,75.1095833055752,6.978848060347186,11.467531160785434,19.459282686432935,10.694496738104693,8,12,12.027123478465214
Rice,Sandy,252.07685476590282,36.0087044397127,205.82860843976437,1.3519669581731615,31.557671417565945,56.98138040216038,5.336265914734247,25.665772366657755,14.94115843286558,22.664762510712812,3,14,10.17901490173936
Wheat,Loamy,578.8991875419321,15.437455349684715,64.08331944980995,9.31776816590181,24.603292062604705,66.77132169391913,7.920574850717171,53.966227599617774,35.41439160934577,80.4389746117552,3,13,8.95045672188966
Cotton,Peaty,469.8032170674145,16.22511612428184,55.97104782978569,1.4109128567740818,20.63223457345971,71.29708022208047,7.633815311996267,84.03881131453322,22.041552057493288,29.189924722884122,11,7,8.267539421257421
Soybean,Loamy,509.5906497654052,29.319256917173647,162.50605988195065,10.188267913982251,49.32283526882606,60.764188217113514,6.611782059678625,35.085430605441175,23.321772090287343,87.61231700733774,12,19,12.409707590571974
Wheat,Peaty,1380.964917443188,35.48739213465131,133.1725449231675,10.519900178093947,41.235057679768495,58.5390590670982,6.502237728395949,57.03790898180341,71.9383615833897,57.783279964896494,10,10,13.88706160804603
Cotton,Loamy,808.4897705045771,23.16847226421584,159.57465200829148,7.111586956500194,22.314029696514215,68.70584673855919,8.14068637949069,41.0465876283309,44.80693828893686,28.98067901077523,8,8,9.9653023831809
Wheat,Clay,806.1892368217644,23.740359970193055,115.6733274700013,3.5110737729754495,36.63733138473886,63.448472938539226,6.009604226463449,19.432359058563012,41.26017982425133,49.77046427873702,9,11,10.901661069953292
Maize,Loamy,1188.748335191867,29.908662437419398,91.17943673574523,8.15136321695503,14.208522969370515,68.63653832015461,5.871569867373697,96.24686347641706,56.7109695296448,27.52758581600923,2,5,10.001840593999951
Wheat,Clay,400.83986520640354,21.855322228103674,222.28583924508442,13.772995858718755,5.908296985629164,66.77128643780183,8.287191014890167,86.92064832252716,76.36610852575548,88.71788465458991,3,18,10.460716155131525
Wheat,Loamy,833.444960330066,15.665209151942104,178.6427790669501,15.865520364244723,18.269120252084292,73.15179363081927,7.832360428637189,17.064318202021575,13.414892335292306,77.78119871239711,8,2,8.253185426558757
Wheat,Peaty,758.9807783573776,33.3807129525399,100.0385528123417,11.084261445374704,20.745667206046317,68.56821052697256,7.872189575735181,74.78085362214561,67.51509253319429,12.099103102586328,2,0,8.585099308933936
Soybean,Peaty,975.983897710653,30.641247823536325,129.8973565649996,12.206853494355357,1.8103191034728692,61.18454918623604,5.68317834996574,41.28219139217502,48.801438490088444,85.82208251739769,8,14,8.421086128699777
Wheat,Peaty,1499.42501422557,29.518899976391477,197.95197691583147,4.811711051368401,40.924808080158904,70.9078086770632,5.501535970008271,99.53648263556133,15.962401535887794,67.68520858423099,5,14,16.30283355744811
Cotton,Silt,1200.2835623066612,33.54210322479558,68.05733706811947,6.45927633132534,18.600476717069895,56.968917911125686,5.091103424359972,37.215866784608,27.28619890167437,16.590500161702266,6,4,8.539225969692174
Maize,Sandy,717.2254139226553,31.880770939050937,86.86325231654489,4.07601659099481,29.440490123227207,44.500273558356064,5.82964528121538,31.486460082633993,41.177106234855465,63.65101970611565,10,10,7.382862638999101
Maize,Peaty,1275.818967956261,20.147049704458027,68.31140102684753,5.736611650087616,4.624196176276842,30.085093208034927,7.709666721000136,61.11014934748647,56.83828584330672,61.754135837254836,12,0,7.437977501102953
Wheat,Clay,421.9208723062242,23.812026173583778,253.0793331785297,5.272848824285104,9.574844608778616,63.59784882875059,5.840134465674524,85.16135470088837,23.195526271508918,27.503099664606676,4,9,11.199771207514713
Soybean,Peaty,239.60279220164816,18.152753541965623,238.1023083030023,10.869526941433515,44.59499254105044,65.43931359651846,7.551861492582066,27.32669846378182,45.11591116006924,70.67573600060605,3,19,13.597885754314559
Soybean,Silt,465.78288420355494,18.246425335447025,238.32823296981428,11.691086360023858,30.825688866257238,88.32293788654286,5.881678928785975,73.84624927473982,56.35037205618963,16.96517626503737,8,10,12.33060841018678
Cotton,Clay,642.5350229485375,31.90489365891348,229.081335869007,18.954000995608585,47.56391845835379,51.68870004565653,6.383523742827351,15.526592482700952,38.65555631356297,49.15561449849982,9,6,12.30338706960912
Wheat,Silt,863.7549846974279,36.465002674562456,217.3463559174673,4.7158422949289385,49.93875168517453,53.6479945696987,8.441068014689929,92.70412687994475,69.72694708401319,10.793856573047034,8,16,15.490479682175511
Maize,Clay,999.6678827035598,39.06831459652848,169.24797884454375,13.191838493068422,19.221145651321624,42.107974880531415,5.856841059494474,17.29674245325689,70.20943271303032,87.4989991115797,9,11,8.643543252723875
Soybean,Loamy,1383.7874323787482,30.70867793873611,210.56954087677875,16.527926110762934,15.641350140080457,34.23205771423932,6.3172971955439365,92.28082387097463,40.30184132303343,70.12509054215275,1,3,12.557024839540057
Wheat,Sandy,862.810212415595,19.602533084023925,59.590388696993664,11.644587811877997,43.05944670279574,76.36826957170443,6.0538051316282475,54.17265245074326,77.96942828066747,22.70816609277248,5,11,11.838944507567245
Soybean,Sandy,851.6583380134482,17.641258636223267,205.36610566419614,5.845069397520438,49.931959924835255,44.980863860359506,5.383687452155008,50.328200151632785,10.66888193040855,37.33392319610264,12,2,12.3885768549617
Soybean,Silt,265.3159127698768,35.32127428841895,244.4694263842193,5.988454370380004,31.85242047739041,66.53429166180229,6.714629497457887,97.5976371550339,5.252178374220247,22.844990224654104,7,17,12.418235703868676
Maize,Sandy,245.38501845309094,29.46891190899998,175.08959009609754,1.7458080083489982,39.961895403064595,71.26638213272889,6.325417321665508,99.13457599283971,33.55011978529393,71.32939713034517,8,11,12.859661995376234
Rice,Silt,916.5079504912837,30.457125525342995,139.37833210680924,6.803440304421152,39.30554708194845,58.27420123749886,7.43210480032548,68.51603133649108,50.08227960293819,14.711706034217213,11,18,13.203248428972637
Cotton,Silt,769.6321972228478,34.536552218867726,119.35668370024479,15.147469901064222,18.411645702757802,82.5811267816315,7.861580914330412,21.440736267134366,52.19001180872456,77.23253244509714,2,12,8.396088002563557
Cotton,Silt,1290.9345134743883,32.58193069331129,210.7005125405206,1.9028373869350972,29.139248632597273,56.627690458783725,6.9048740007347345,55.55530770896822,40.73343022203714,85.37570710685839,12,15,13.178020049572348
Maize,Sandy,408.88346012539876,35.861456321402414,223.2002996574772,5.166610367591782,41.81979012194647,47.094517382505906,5.112687477305679,57.62467908600962,14.366248493048463,64.130235424504,11,7,11.669614115326688
Soybean,Silt,232.46316075216447,16.405347636496963,267.74189996563564,14.418417472103856,34.717579936791715,83.76093137769735,7.166228246821525,56.300178532177874,17.787314134092068,27.037236000114735,4,5,13.177408142746174
Wheat,Sandy,783.7503983091636,33.68801591866262,135.58352061524766,15.870379693634655,2.0370268851198747,81.69385705499738,5.193867555073287,61.254265466800874,68.91109878890069,38.807207665084064,7,9,9.112695069736892
Soybean,Silt,508.7221237779347,36.271318933052385,242.4430768463964,9.65104979117664,17.498577775979143,39.84239682458478,7.157247132596588,11.68522424149516,70.0933348804446,48.1791899847145,5,9,8.181630955438667
Maize,Peaty,264.4986853404887,22.15337606145786,190.33895604733448,14.263412431094329,8.079309133135663,31.557661101235258,7.39760482244216,74.01045533234522,55.54239033955401,58.369981776180296,1,5,8.090547258529144
Cotton,Silt,1141.9777729019177,31.01118184983132,270.7091226695198,8.371091204442948,12.415638391823915,35.39913338097724,5.692186696661315,74.11548717576892,54.81634792091618,63.493047184934994,2,7,13.090008591746026
Soybean,Clay,345.07089994442174,22.854051595924304,181.9530270739052,4.038351655458422,45.36898439707496,47.19284391322903,7.867711520526198,20.392279766009914,49.82615960208556,54.33717722551062,5,17,10.599747439135054
Cotton,Silt,990.8153500101032,38.94927666206135,179.4074570994918,8.564840376935223,2.8077711566276395,88.33558810450265,8.18879796050917,61.321549820122065,20.219441427649116,38.10511366574846,6,16,10.999830985535487
Wheat,Loamy,565.3646752169559,15.835589310887594,194.46927036022728,12.019388583859714,11.770234886134263,63.5109691896495,7.8458043743983685,61.15250641921971,37.11880251949274,81.27338244519224,1,9,10.075839825730048
Cotton,Silt,425.5448654615286,29.494821095823877,237.3288387856086,19.013012355204914,16.16889825967334,52.39570392175613,6.0678821657422874,71.42053781713602,57.1920988597534,16.511364641436657,12,1,9.493322505693158
Cotton,Clay,693.6769797951126,19.162588676237878,291.17261970711525,2.306268089684869,31.227319526353348,83.32296567676478,7.05325054355972,17.6857922921573,45.2939204002504,47.3004843394796,3,11,13.095254541612722
Rice,Clay,1241.8795090898398,32.805505129428965,68.39083855394142,10.640487783054251,27.17098281420741,57.18817988870998,8.201853022169297,66.38529765394867,6.393525054132438,72.04518707739845,6,19,11.023653550385978
Rice,Sandy,709.7216499759445,19.397257085466553,63.35865059775429,7.249475786003763,11.69520465981592,48.91431770406127,6.122326541779975,35.267675567170706,76.51676050400738,14.869813223312072,6,9,6.159806093682933
Rice,Peaty,1176.0005439743725,20.88458154745894,284.3875843518346,10.657922191257196,9.047812293934568,86.47317172473944,7.870097377928987,55.63026914465547,68.36120394291075,66.4268173449041,7,8,12.798164958078544
Cotton,Silt,363.1321858388959,27.359270276143953,182.46890637955153,1.4555335001541019,12.603103695209821,80.97105997156068,5.033162959415938,79.5991197433669,24.54087605823034,75.576929820266,10,15,10.36332758476794
Maize,Sandy,1204.6028455646028,37.870873749921955,203.72575364173403,6.947481739330045,25.623951708381124,80.62010252516646,5.012763459746367,73.5081342726712,51.23442013747221,62.86650388216418,12,6,13.33116489036172
Cotton,Peaty,508.01332237864324,20.29285930369927,170.6059003986822,16.577494803013096,14.287711499848967,60.73708458301279,7.658990811186386,20.701271591019406,74.24295377961408,11.03495138202848,3,8,7.462192856775656
Maize,Silt,1080.6110688555345,18.606000527952588,73.41436315186863,11.524892943238113,47.43252257877839,77.3663039289273,7.665066537444924,63.20663084044659,12.200825908523854,24.4109621705765,1,5,12.119013877217887
Maize,Loamy,935.5160212932952,33.97442079635077,242.02234460466664,9.56106736350623,23.729395850013532,40.761201555873114,7.761420157483029,97.22048778466647,42.72721105975255,37.36904631135606,7,9,13.081224654640282
Rice,Silt,1407.8881323751934,27.515488308348274,236.8061612721467,6.424976362591452,3.881004810687216,64.39337745337463,8.255093932608569,24.1092493601502,39.218226938472085,28.695202851043675,12,6,10.026008416425565
Soybean,Clay,703.5192733679082,37.79462780954428,127.925830373203,6.662807933035762,36.73405388599504,89.03075537085275,5.412672091370995,86.76163789528734,35.76537539626493,87.0121712181942,11,17,12.658277690382715
Wheat,Clay,286.01474548477256,18.665363928996058,126.5598113071001,8.278927238221105,17.11341912224049,47.4575058310777,5.811947447442909,73.22932724983993,67.66914566696937,62.12751312910349,3,10,8.178499541834496
Rice,Loamy,224.9021312166288,31.148197325575982,259.4603452263796,16.87584348932665,33.02095767085413,77.66113975486051,8.163037221308326,79.66029816187837,33.548461002309296,33.757676588125626,5,0,10.732657986160532
Rice,Sandy,1274.916129264579,20.821978653795377,68.08931443533166,19.3770509293571,14.700124155638367,59.42870443248403,5.620326692203237,35.37624944283809,9.77474999307557,84.37579989323565,4,18,9.901124937313186
Soybean,Peaty,882.1563289598619,18.919010716290984,270.2762870891414,9.334452245657117,28.966443344932674,32.38834099332524,7.387802436518044,35.91000364418582,9.937830662322687,69.24753595809494,12,4,11.847245668060411
Wheat,Silt,1207.8172673854342,32.08573537893176,114.16542247397861,8.473703936207475,38.835472735565766,75.78116386894004,6.856620500142854,91.54175101988393,8.205845489345673,32.76857694616336,1,5,13.460420818971459
Cotton,Clay,504.7532800149691,29.842115497718332,198.24618693887348,17.084464740577392,46.472428346953144,40.11414866352677,5.2911778689802755,42.38488288833028,35.685906640552794,40.310525552156435,12,6,11.210402191591495
Cotton,Sandy,648.6088691672039,33.87068645905828,283.99854475044447,9.111201092089768,13.795230077220776,67.88841402796501,5.998422816795365,15.671385162352944,58.880470827376996,25.95430866431654,7,3,9.084040768307132
Rice,Loamy,239.13503387471462,22.73656441115456,219.5306253841616,11.488345273617373,17.40799059895008,35.13985164281837,6.821302757543387,64.05370332215051,20.27918464478866,87.68591986126575,4,15,9.819774211138107
Wheat,Clay,1449.9400219463457,26.199291409554746,153.60745311675913,5.387891627376145,23.749054594011042,86.81204384975788,7.9832254083934195,21.23359021376584,53.485139032366206,51.38371967120585,1,9,12.381143982963271
Rice,Loamy,1068.2282787110576,25.136791908260463,222.3835522263538,15.126548179802429,46.43156704906345,47.503433230821656,7.476384713651358,81.69366172671174,56.53163540777781,81.68453499983877,11,14,16.760462770208928
Maize,Silt,1413.1666140870982,39.60223659916285,135.99490907909257,11.107778047144855,45.1679559837222,43.5878815006437,7.176591065092266,67.75717982509516,24.140159301169845,37.71998168134782,6,12,13.897090373637
Rice,Peaty,545.145329657794,22.306223918484697,119.31460408729653,16.37165645456649,5.404035724931264,37.748184243980056,6.736115114794952,88.72538546990874,50.0418242045472,78.86732824779806,4,7,7.26902987106572
Rice,Clay,994.9026945933591,22.37043095866917,299.1708194836699,15.833921870544724,7.464561461936731,86.76013160034287,6.04539394334947,80.63535248043718,56.365125502013555,14.310947874173117,4,12,13.966625769517707
Cotton,Clay,1082.0499587804293,23.863705220715183,237.69755779494693,5.0850905971305425,25.279949689201274,72.7142245464783,5.417357189617414,20.090228350437656,39.996021710159425,88.56722540194303,2,6,11.942693429713207
Cotton,Silt,612.8146103348649,29.114852032258035,211.17999434545442,14.597075460597486,6.2243443674657515,74.49965332308531,6.431766120981335,44.296360879098,30.25374479600713,82.96274936266421,1,16,9.572499351473224
Cotton,Sandy,1302.542005520319,21.30806860659363,138.8224108048297,16.201033751076057,17.933462794086175,59.96427368281468,5.099814728689524,79.71042249231286,51.43636636807455,39.056235582132395,3,3,11.175420214841068
Maize,Peaty,1431.309901770322,37.88224850948185,62.29020728876204,7.576037574865507,8.270883532656406,58.48366711622901,5.738695612433977,47.56073259396932,78.33853154960427,71.97777322516619,10,6,7.186491427586512
Cotton,Clay,1350.3116530048055,21.642139121656587,57.7642190087889,4.279573145143216,32.165977401462406,36.601274579488596,6.51369181555431,97.51289363019805,37.01310570267336,70.18063411790608,5,15,12.985931844920607
Wheat,Peaty,1160.7870687211844,37.39539328900487,188.5453138621997,1.0500109560121755,47.525276155218926,63.59046573503951,6.465118149851703,76.21664049041043,34.38013222138407,82.10038376823454,12,1,14.224723879115153
Soybean,Clay,560.7040836424403,17.586876591164618,240.50818025976275,9.567169408769816,49.839954744424695,44.81498970652743,5.155034008489474,11.394992502128892,39.820017681958504,34.58039849030489,9,13,13.146658363021299
Wheat,Peaty,566.1008547373212,31.41406755999131,184.34479761096378,7.69622189923799,19.386815492348827,88.62871996802434,7.06171053733852,89.19871224047527,10.716379508378616,47.24160042513196,7,13,12.131086282952143
Wheat,Loamy,1452.3684165798493,37.67463796095609,260.1962679847786,11.54328684268277,30.351619218616,77.79485640090884,6.923894895486327,19.072430638170182,46.48724597535425,79.19996900848425,4,7,13.836055969991811
Cotton,Clay,213.36984471639963,19.218735959955737,58.356633273305405,4.57278075918693,42.957115022679986,54.779523611573254,5.273365064073195,22.647135176207726,29.65230404129477,72.28635633081728,8,5,6.85880409048932
Soybean,Peaty,1130.8649652147878,39.20817400248137,141.68801910648503,17.333645405663027,6.755641567022815,39.080475521491984,8.301070683611538,76.10431605499458,14.106659174844687,41.47733749922233,12,6,8.429047234761743
Soybean,Sandy,1118.1200113218408,26.32208401038779,109.26759779354451,5.897349096934083,34.788656141546284,77.11990146832704,5.347839726328011,87.84717034874322,39.969255583803005,77.65801863296977,4,6,13.220471918293324
Soybean,Loamy,1009.4964032347367,38.64287771102561,161.8182420392805,5.30216249666535,21.033339424528343,37.32322602487896,7.991919529330676,58.27146651096004,5.253798993048307,13.75632313859212,6,1,8.850328694471862
Maize,Loamy,1487.1414999129256,31.920501090751173,68.09409829853062,10.133567073202762,11.10116185372804,41.36002520982423,5.001084061702521,36.01447596512013,35.133893387206925,72.56370423703922,12,3,7.198367378537845
Cotton,Sandy,605.4432664928428,22.53967174683879,288.53291039276814,10.478169451141211,20.734927318624656,42.69123106465365,8.087983832658841,41.6183990727858,12.930145094483787,26.54126875469605,1,12,12.19707832931229
Soybean,Peaty,641.9634229312226,19.70756312292766,105.81385026734023,5.086619346916764,4.722054061280926,63.413438296385664,5.069019062715094,40.86003966364504,6.821952754983522,32.889672625902975,6,9,6.782955773802125
Maize,Silt,302.62122383052224,22.593376155627485,280.57694387089623,6.1653538077924,35.07495028087598,77.22339923942198,7.652342111622406,39.401029342856106,66.83562846833766,49.45718748764749,10,8,12.704120068853554
Rice,Sandy,775.6375775068586,17.325435231566875,156.47328875917043,4.224399543949653,13.384390768674201,48.85889272348153,6.265917839550886,31.86187046394848,73.71866024619762,45.97876008559791,5,14,9.243521753621685
Rice,Peaty,539.3630841053025,18.596699158583245,296.38103331380455,14.65074338814017,16.25887660719902,35.08018885651737,7.58375880047712,64.79803851663098,20.575598626933,51.64560854959048,2,11,11.588979749113022
Maize,Sandy,646.4027128309375,17.61651100866203,188.51459586505268,15.631691593827556,6.9329836138316745,57.87230781146515,6.406108218987425,91.03647867085606,45.44736978756959,53.582047653761904,1,9,9.963957404369733
Maize,Sandy,1284.943327332316,25.573588593538943,282.7082160439519,9.78424145172637,43.36829658060469,74.88661446959614,5.248177728161446,37.63741717750071,25.84686178482387,36.52221528251975,6,18,16.1511247472284
Cotton,Clay,1416.1298675857445,34.889459406439656,51.33724717355571,14.567653431015332,25.178769684854192,43.2998305852433,7.686273433883774,26.802486771527086,42.01830790041366,24.0182010413624,11,4,7.566018480112651
Cotton,Peaty,441.4529936067413,18.534588855408504,237.05970154522504,14.982772446811465,29.035197011533615,43.19547288236245,5.249384398624778,85.47198997342824,37.74734906706202,71.47849834298448,2,6,12.384601617153367
Rice,Silt,684.2616110195056,18.258010829308397,275.7626632756288,3.627235025878363,28.902201471647878,86.83362164080265,8.227421525864262,76.76049978007329,25.178829131036423,41.99809192697137,9,19,16.087730322510282
Soybean,Clay,1407.2197307500123,31.085723737933268,84.93014174473852,19.357382471856198,21.114162612525746,87.24922362715068,5.178409125270814,93.77533284039194,57.529518472647325,50.46726899672472,9,10,11.73042343492127
Rice,Sandy,280.3509988959894,19.929574549201657,74.03146293303787,16.59960699483219,10.433965856468834,89.42794392369458,6.677638472200304,24.896776204441867,14.486821949019067,61.57573746808944,1,15,5.716570798600001
Soybean,Sandy,320.06868654479206,17.44025095272479,156.1431517964889,4.8851857627206465,37.511504676421595,78.4595760944868,7.530620507977785,22.982618270493237,8.980458662852534,82.77103378453248,5,12,10.989795750706927
Soybean,Sandy,411.62828596809817,19.17121445513944,283.41972653323376,4.537135679175335,7.225757002526042,41.291050150076735,6.376362626772132,58.728645487449704,62.575657477795936,66.60422649121759,8,3,10.138688770710022
Cotton,Peaty,973.7766843649372,38.0932848969194,185.5966400476097,3.3875617660120723,6.089815723661714,42.71889124795568,5.760317161073521,65.29902893515857,54.94475234155099,13.63673804723076,4,15,10.0124082527103
Wheat,Peaty,395.6139523077967,35.53678131940477,181.86411593043303,3.6291926882964494,35.797106842228665,50.41351449134352,7.656818364886094,53.21560976736306,42.389459310979845,77.08482907184141,3,12,9.70626848459235
Wheat,Clay,1458.4992958859536,23.851614058877352,85.28152957483047,15.215074181545226,11.233014002147208,49.08795188000945,7.745031466760542,63.906997269148796,40.08423278544062,89.14840121020153,5,0,9.168377896654546
Maize,Silt,780.7288854360764,31.39551918318482,50.197377773304694,9.923430882080847,16.031864816288785,87.39166494468054,8.229432443840285,26.234179198756422,42.30585346185697,47.79880202971057,5,3,6.490192842466192
